Season_Collected,GSI_Value
1,7.570329087
1,2.684387992
1,6.802954819
1,3.593015447
1,4.975701748
1,8.985811876
1,20.66242691
1,16.21211445
1,5.818024967
1,13.53704813
1,14.07261086
1,3.020408163
1,3.692621557
1,2.224639652
1,2.039451688
1,3.039325146
0,2.50049613
0,1.888853196
0,4.051327322
0,1.386119509
0,3.044117647
0,2.872874494
0,5.120248254
0,4.341588173
0,3.174857436
0,1.624142086
0,1.40354817
0,3.839177751
0,3.27480874
0,3.823113684
0,2.305263158
