Site_Location,GSI_Value
1,7.570329087
1,2.684387992
1,6.802954819
1,3.593015447
1,4.975701748
1,8.985811876
0,20.66242691
0,16.21211445
0,5.818024967
0,13.53704813
0,14.07261086
0,3.020408163
0,3.692621557
0,2.224639652
0,2.039451688
0,3.039325146
1,2.50049613
1,1.888853196
1,4.051327322
1,1.386119509
1,3.044117647
1,2.872874494
1,5.120248254
1,4.341588173
1,3.174857436
0,1.624142086
0,1.40354817
0,3.839177751
0,3.27480874
0,3.823113684
0,2.305263158
